actual,predicted,error,brand,model,age
34070,26089.0,7981.192717996801,audi,Audi Q3,5
24900,24714.0,185.74134723097086,toyota,Toyota Yaris,3
29480,25897.0,3582.8964915359647,kia,Kia ProCeed / pro_cee'd,5
4500,23217.0,-18717.35714021181,volkswagen,Volkswagen Golf,16
53500,25517.0,27982.912300481294,volkswagen,Volkswagen T6 California,6
9490,23925.0,-14435.423575540131,hyundai,Hyundai i10,6
4500,24172.0,-19671.75205811872,mercedes-benz,Mercedes-Benz E 280,19
22500,26304.0,-3803.5990343248486,seat,SEAT Leon,8
28980,26952.0,2028.32599036198,bmw,BMW 750,8
16499,24480.0,-7981.3967347434955,fiat,Fiat Tipo,3
25930,25662.0,268.3262145910194,mazda,Mazda CX-5,5
39950,26015.0,13935.240910621505,skoda,Skoda Octavia,2
34145,25271.0,8874.172293342468,seat,SEAT Leon,1
17950,24546.0,-6596.058067540103,honda,Honda CR-V,7
30990,25364.0,5625.772832552808,audi,Audi A5,6
14980,24634.0,-9654.447110694076,ford,Ford B-Max,7
32300,25647.0,6653.015427333441,bmw,BMW 420,4
30999,27308.0,3691.436713102692,audi,Audi A8,12
6999,24212.0,-17213.103932627848,opel,Opel Insignia,12
5390,23974.0,-18583.64282775652,opel,Opel Astra,14
27990,24661.0,3328.684575555453,volkswagen,Volkswagen Golf,6
4000,23660.0,-19659.52731621003,lancia,Lancia Delta,15
14999,25002.0,-10003.38966779389,mercedes-benz,Mercedes-Benz E 200,12
20000,24936.0,-4936.0924198624925,renault,Renault Kadjar,7
37900,28065.0,9835.283167714144,ford,Ford Mustang,9
13990,24349.0,-10358.851881846545,opel,Opel Crossland,5
5450,23445.0,-17994.712552161895,seat,SEAT Mii,10
2900,22970.0,-20069.906040066486,ford,Ford Fiesta,20
35000,24875.0,10124.707772727925,citroen,Citroen Berlingo,2
15590,24988.0,-9398.308903403344,ford,Ford Mondeo,8
2650,23679.0,-21028.963245520285,opel,Opel Astra,19
40990,26551.0,14439.209668198942,jaguar,Jaguar F-Pace,5
16490,24692.0,-8201.772209554627,mercedes-benz,Mercedes-Benz C 180,11
20990,24754.0,-3764.4415661646926,kia,Kia Ceed / cee'd,2
18980,25902.0,-6921.513581158939,seat,SEAT Leon,10
14490,24521.0,-10030.949032400778,hyundai,Hyundai i20,6
14000,24436.0,-10435.796944871,opel,Opel Adam,6
17990,24713.0,-6723.409491848401,opel,Opel Astra,11
10980,23992.0,-13012.302494064432,fiat,Fiat 500,6
17490,24806.0,-7316.24222537025,mercedes-benz,Mercedes-Benz S 320,18
24000,26428.0,-2428.111976932174,audi,Audi A6,9
3499,23374.0,-19875.360928414375,peugeot,Peugeot 107,12
52788,26202.0,26586.474805114576,volvo,Volvo XC60,2
9470,23829.0,-14359.348002685296,skoda,Skoda Roomster,11
17895,24539.0,-6644.098947807859,volkswagen,Volkswagen Golf Variant,7
17990,24977.0,-6987.103765797874,bmw,BMW 525,10
16870,24974.0,-8104.356451496169,audi,Audi A3,10
34900,24833.0,10066.533188225429,audi,Audi A3,3
9998,23783.0,-13785.229538831041,seat,SEAT Ibiza,7
9999,24863.0,-14863.70014681702,bmw,BMW X3,16
16950,24988.0,-8037.618095622758,opel,Opel Astra,5
10990,24579.0,-13588.728284960904,opel,Opel Insignia,11
16280,24981.0,-8701.251805897453,mini,MINI Cooper S Countryman,8
3000,23161.0,-20161.2662877879,volkswagen,Volkswagen Touran,21
31500,25777.0,5722.751802596442,volkswagen,Volkswagen Tiguan,3
45000,25802.0,19197.727331867973,mercedes-benz,Mercedes-Benz S 350,11
38850,25213.0,13636.609587911327,land-rover,Land Rover Range Rover Evoque,4
14980,24481.0,-9501.02673270892,opel,Opel Astra,6
134999,27276.0,107722.77566678128,bmw,BMW i8,6
27999,25745.0,2254.0961065221854,mercedes-benz,Mercedes-Benz S 350,8
