actual,predicted,error,brand,model,age
24000,45009.0,-21008.94528613578,audi,Audi A6,9
3499,-1215.0,4714.386357171115,peugeot,Peugeot 107,12
52788,45621.0,7167.325956918343,volvo,Volvo XC60,2
9470,7428.0,2041.8226171938513,skoda,Skoda Roomster,11
17895,25955.0,-8060.367448013163,volkswagen,Volkswagen Golf Variant,7
17990,21529.0,-3538.7745822580837,bmw,BMW 525,10
16870,20490.0,-3620.4961125097034,audi,Audi A3,10
34900,29701.0,5199.076462592362,audi,Audi A3,3
9998,6560.0,3438.250243113198,seat,SEAT Ibiza,7
9999,17925.0,-7926.360818156481,bmw,BMW X3,16
16950,21672.0,-4722.327247125155,opel,Opel Astra,5
10990,13682.0,-2691.743285144641,opel,Opel Insignia,11
16280,23734.0,-7454.069476501543,mini,MINI Cooper S Countryman,8
3000,-3142.0,6142.103185379547,volkswagen,Volkswagen Touran,21
31500,41387.0,-9887.218606437447,volkswagen,Volkswagen Tiguan,3
45000,37241.0,7759.34694863559,mercedes-benz,Mercedes-Benz S 350,11
38850,41348.0,-2497.8293219852494,land-rover,Land Rover Range Rover Evoque,4
14980,16941.0,-1961.3953470117813,opel,Opel Astra,6
