actual,predicted,error,brand,model,age
2700,-2206.0,4905.962926612661,ford,Ford Mondeo,19
5500,3819.0,1680.534807644035,fiat,Fiat Doblo,12
12990,13476.0,-486.25369699651856,audi,Audi A3,10
65000,45075.0,19924.991770077555,audi,Audi A7,6
1550,-1656.0,3205.9739610343495,bmw,BMW 316,22
26280,24486.0,1794.07875287344,bmw,BMW 118,4
19990,19977.0,12.921008169229026,volkswagen,Volkswagen Golf Sportsvan,6
15980,13112.0,2868.4012669144504,mercedes-benz,Mercedes-Benz A 180,12
34490,30875.0,3615.3506104370244,volkswagen,Volkswagen Golf,7
12300,13443.0,-1142.568169727867,bmw,BMW 116,11
37500,44245.0,-6744.895018325056,bmw,BMW 650,8
28885,31678.0,-2793.247260572767,bmw,BMW X2,6
8900,9243.0,-342.8844011466608,volkswagen,Volkswagen Golf Plus,13
12800,8146.0,4653.801686445411,fiat,Fiat 500C,8
16440,16393.0,46.77399247758149,audi,Audi A3,10
30190,27340.0,2850.334609795169,kia,Kia XCeed,1
15950,19625.0,-3675.3507819546503,skoda,Skoda Fabia,4
21480,41512.0,-20032.221386235484,seat,SEAT Tarraco,1
27080,25756.0,1323.704043391619,seat,SEAT Arona,1
17890,21796.0,-3905.795835678113,toyota,Toyota Yaris,1
38990,35546.0,3444.4033233235095,mercedes-benz,Mercedes-Benz C 300,7
14799,20463.0,-5663.940001367293,ford,Ford Transit,7
9999,12520.0,-2520.5759961197473,volkswagen,Volkswagen Scirocco,11
22950,26159.0,-3208.8542508110477,nissan,Nissan Qashqai,4
15900,18006.0,-2106.366714324311,audi,Audi A5,13
2250,-681.0,2931.0586449469483,peugeot,Peugeot 207,16
7250,15236.0,-7986.436627258798,volkswagen,Volkswagen up!,7
13490,12229.0,1260.5456944826365,skoda,Skoda Fabia,5
19490,20040.0,-550.3800008864055,opel,Opel Corsa,3
13999,20369.0,-6370.271506135316,skoda,Skoda Octavia,6
23799,32078.0,-8278.712529484597,mercedes-benz,Mercedes-Benz Sprinter,5
6200,4778.0,1421.5361439956505,opel,Opel Corsa,13
57990,57733.0,257.13462059161975,bmw,BMW X5 M,9
3500,-301.0,3801.4427556726114,ford,Ford Mondeo,15
4950,5826.0,-876.084121029693,mercedes-benz,Mercedes-Benz C 180,20
31700,33004.0,-1304.4212055562239,bmw,BMW 420,7
22890,29260.0,-6370.3340922753305,audi,Audi A3,4
26790,25025.0,1765.315227112791,audi,Audi A6,6
17850,22268.0,-4418.043413106359,volkswagen,Volkswagen Sharan,8
39900,40247.0,-347.2167523673197,honda,Honda CR-V,1
13950,14062.0,-111.79146305898394,ford,Ford Transit,12
21950,24254.0,-2304.1834906891927,seat,SEAT Ateca,5
32950,29737.0,3212.6305426568033,mercedes-benz,Mercedes-Benz A 200,5
31490,27136.0,4353.738520434639,opel,Opel Corsa,1
19910,20962.0,-1052.420986630299,skoda,Skoda Octavia,5
33800,32129.0,1670.6165227092206,skoda,Skoda Kodiaq,6
9999,8175.0,1824.0252101277438,volkswagen,Volkswagen Golf,15
22900,24507.0,-1607.4402793841073,kia,Kia Niro,6
25990,26585.0,-595.0652086304581,seat,SEAT Arona,2
10900,15286.0,-4386.23125614295,mercedes-benz,Mercedes-Benz E 200,17
17488,23659.0,-6171.117931710869,fiat,Fiat 500C,1
26960,28088.0,-1128.0243559953342,toyota,Toyota C-HR,3
10950,11759.0,-809.4089262946636,hyundai,Hyundai iX35,10
12950,16971.0,-4020.913523361007,ford,Ford Kuga,8
8990,9778.0,-788.0008633115413,hyundai,Hyundai iX35,11
27990,24589.0,3401.31579561163,skoda,Skoda Karoq,5
20700,20552.0,148.40605598677575,mercedes-benz,Mercedes-Benz GLA 180,8
2490,3197.0,-707.4272240670689,peugeot,Peugeot 207,14
25799,27642.0,-1843.016989978285,nissan,Nissan Townstar,1
1250,-7672.0,8921.81394861476,volkswagen,Volkswagen Golf,24
26890,28041.0,-1150.5613437332831,volkswagen,Volkswagen Taigo,1
29990,29935.0,55.22528044419596,audi,Audi Q3,7
10900,18089.0,-7189.371573559569,mercedes-benz,Mercedes-Benz S 320,16
8950,10686.0,-1735.9778338914912,audi,Audi A3,13
25743,28583.0,-2840.484850009914,audi,Audi A6 allroad,7
16800,16184.0,615.9944388733456,mini,MINI Cooper,8
31990,32401.0,-410.5061561369439,volvo,Volvo XC60,6
